S.No,OHU,Gender,Age,Religion,Caste,Scholarship,Time_to_reach_college(HRS),X_pct,X_Board,XII_pct,XII_Board,Diploma_pct,University,Private_Class,Number_of_Subjects,Overall_Attendance,Major_Illness,Score_of_Exam_CET,Score_of_Exam_AIEEE,Fathers_Ocuupation,Fathers_Education,F_Stream,F_Health_Issue,Mothers_Ocuupation,Mothers_Education,M_Stream,M_Health_Issue,Family_Income,No_of_Siblings,Extra_Curricular_Activity,Active_in_Sports,Drop,SEM1_CGPA,SEM1_KT,SEM2_CGPA,SEM2_KT,SEM3_CGPA,SEM3_KT,SEM4_CGPA,SEM4_KT,SEM5_CGPA,SEM5_KT,SEM6_CGPA,SEM6_KT
220,0,2,21,4,2,1,97,63,3,NA,NA,83,1,1,4,2,2,NA,NA,1,1,3,2,3,3,1,1,3,3,1,1,2,8.85,No_KT,7.16,No_KT,5.28,No_KT,9.81,No_KT,7.63,No_KT,9.53,No_KT
221,0,2,24,2,2,1,21,74,2,88,2,NA,NA,1,1,2,2,148,235,2,3,2,2,3,3,1,2,3,1,2,1,2,8.26,No_KT,5.20,No_KT,6.0,No_KT,7.35,No_KT,8.17,No_KT,9.86,No_KT
222,0,2,22,5,2,1,111,51,2,54,3,NA,NA,1,1,1,1,103,254,1,1,2,2,1,2,1,1,3,2,1,2,2,8.30,No_KT,9.10,No_KT,6.15,No_KT,9.99,No_KT,9.96,No_KT,9.86,No_KT
223,0,1,23,1,3,1,48,82,1,88,3,NA,NA,1,3,3,2,103,252,4,2,1,2,3,3,3,1,3,3,2,1,2,7.39,No_KT,5.71,No_KT,7.18,No_KT,7.75,No_KT,6.87,No_KT,7.82,No_KT
224,0,1,22,1,3,1,61,85,1,83,2,NA,NA,1,3,3,2,110,195,2,3,3,2,1,2,2,2,2,3,3,2,2,9.56,No_KT,6.14,No_KT,7.4,No_KT,8.42,No_KT,5.96,No_KT,9.60,No_KT
225,0,1,22,1,3,1,82,56,1,69,2,NA,NA,2,0,3,2,75,276,1,2,1,2,3,2,1,3,3,3,2,1,2,8.21,No_KT,8.49,No_KT,9.62,No_KT,7.10,No_KT,7.42,No_KT,6.20,No_KT
226,0,1,22,1,3,1,79,63,1,92,2,NA,NA,1,1,3,2,142,167,3,3,1,2,1,3,3,1,3,2,3,2,2,6.65,No_KT,7.25,No_KT,9.12,No_KT,8.11,No_KT,7.0,No_KT,8.51,No_KT
227,0,1,22,1,3,1,66,66,1,53,2,NA,NA,2,0,2,2,124,188,4,3,2,2,1,3,1,3,1,1,2,1,2,5.97,No_KT,6.33,No_KT,9.33,No_KT,6.59,No_KT,9.86,No_KT,6.14,No_KT
228,0,2,24,2,1,1,97,89,3,50,2,NA,NA,2,0,3,1,124,274,1,2,1,1,1,1,2,1,3,3,1,2,2,9.78,No_KT,6.14,No_KT,6.78,No_KT,7.50,No_KT,9.63,No_KT,9.57,No_KT
229,0,1,21,1,3,1,54,55,1,88,2,NA,NA,1,4,2,2,102,258,3,1,2,1,3,2,1,3,1,1,1,2,2,8.53,No_KT,9.14,No_KT,7.12,No_KT,5.61,No_KT,6.75,No_KT,8.85,No_KT
230,0,2,21,2,1,1,42,76,3,81,3,NA,NA,1,4,2,2,151,264,1,1,1,2,3,2,1,2,1,1,1,1,1,9.93,No_KT,No_CGPA,5,No_CGPA,6,6.27,No_KT,6.42,No_KT,No_CGPA,3
231,0,2,22,5,1,1,109,68,3,93,2,NA,NA,2,0,3,2,174,261,1,1,3,1,2,3,3,2,2,1,1,2,2,9.83,No_KT,8.67,No_KT,8.75,No_KT,8.64,No_KT,5.32,No_KT,9.52,No_KT
232,0,1,21,1,3,1,105,79,1,93,3,NA,NA,2,0,2,2,149,166,3,1,1,1,2,1,2,3,2,1,3,2,1,No_CGPA,1,8.71,No_KT,No_CGPA,2,No_CGPA,5,No_CGPA,4,No_CGPA,3
233,0,1,24,1,3,1,34,78,1,64,2,NA,NA,2,0,1,2,86,225,4,2,1,2,2,3,2,2,2,3,2,2,2,No_CGPA,6,No_CGPA,2,No_CGPA,4,8.11,No_KT,6.63,No_KT,8.1,No_KT
234,0,2,24,4,1,1,65,68,2,79,2,NA,NA,1,2,3,1,122,187,3,2,3,2,3,2,3,1,2,3,1,1,2,8.99,No_KT,6.69,No_KT,8.42,No_KT,7.80,No_KT,7.45,No_KT,5.94,No_KT
235,0,2,23,3,2,1,49,83,3,90,3,NA,NA,2,0,3,2,178,139,4,3,2,2,1,3,1,2,3,2,3,2,2,5.5,No_KT,9.30,No_KT,5.16,No_KT,5.29,No_KT,8.87,No_KT,5.26,No_KT
236,0,2,21,4,2,1,84,54,3,94,3,NA,NA,1,1,2,1,148,193,2,3,3,2,3,3,3,1,3,2,2,1,2,5.80,No_KT,9.2,No_KT,7.50,No_KT,9.93,No_KT,8.45,No_KT,8.43,No_KT
237,0,2,23,2,2,1,58,74,3,72,1,NA,NA,2,0,2,2,170,256,1,1,1,2,1,2,3,2,1,2,2,1,1,7.43,No_KT,No_CGPA,3,No_CGPA,3,7.69,No_KT,8.26,No_KT,7.0,No_KT
238,0,2,23,5,2,1,84,57,2,94,2,NA,NA,2,0,3,1,150,231,4,3,3,1,1,1,1,2,2,1,3,1,2,8.17,No_KT,9.69,No_KT,9.61,No_KT,6.7,No_KT,8.88,No_KT,6.66,No_KT
239,0,1,23,1,3,1,93,66,1,75,2,NA,NA,2,0,3,2,127,147,2,1,2,1,1,2,2,2,1,1,1,1,2,8.68,No_KT,9.57,No_KT,7.53,No_KT,6.53,No_KT,5.14,No_KT,5.28,No_KT
240,0,2,21,2,1,1,24,54,2,91,2,NA,NA,2,0,1,1,129,209,1,2,1,2,2,2,2,3,3,3,2,1,2,7.47,No_KT,5.59,No_KT,5.93,No_KT,5.73,No_KT,8.57,No_KT,9.83,No_KT
241,0,1,22,1,3,1,43,82,1,56,3,NA,NA,2,0,1,2,76,252,2,1,1,2,3,3,1,2,1,1,2,1,2,8.53,No_KT,7.61,No_KT,6.67,No_KT,9.56,No_KT,5.34,No_KT,6.19,No_KT
242,0,1,24,1,3,1,35,94,1,91,2,NA,NA,1,3,3,2,131,170,2,3,3,1,3,2,3,3,2,3,1,2,2,6.94,No_KT,5.45,No_KT,7.90,No_KT,6.91,No_KT,6.46,No_KT,6.14,No_KT
243,0,2,21,4,1,1,112,84,3,60,3,NA,NA,1,5,1,1,150,167,4,3,3,1,3,2,2,3,1,1,1,2,2,6.3,No_KT,5.23,No_KT,6.79,No_KT,7.32,No_KT,9.83,No_KT,5.88,No_KT
244,0,2,23,5,1,1,56,85,3,53,2,NA,NA,2,0,1,2,112,227,4,2,1,1,2,2,1,1,3,2,2,2,2,No_CGPA,6,7.4,No_KT,No_CGPA,5,7.74,No_KT,No_CGPA,5,8.6,No_KT
245,0,2,22,2,2,1,33,56,3,84,2,NA,NA,2,0,3,1,164,267,4,1,3,2,3,1,2,1,2,1,2,1,2,5.57,No_KT,9.48,No_KT,6.95,No_KT,9.69,No_KT,5.24,No_KT,6.82,No_KT
246,0,2,23,4,1,1,61,95,2,84,3,NA,NA,2,0,2,2,111,139,4,3,1,2,1,1,1,2,1,2,3,2,2,No_CGPA,5,6.98,No_KT,No_CGPA,5,No_CGPA,3,No_CGPA,4,No_CGPA,5
247,1,2,22,4,1,2,58,51,3,NA,NA,68,2,1,2,1,1,NA,NA,3,3,3,2,2,1,3,2,1,1,1,2,2,5.25,No_KT,9.10,No_KT,8.54,No_KT,5.92,No_KT,6.22,No_KT,8.89,No_KT
248,0,1,22,1,3,1,84,95,1,59,2,NA,NA,2,0,3,2,149,149,3,3,1,2,1,3,3,1,3,2,3,2,2,9.54,No_KT,6.56,No_KT,5.39,No_KT,8.36,No_KT,8.28,No_KT,5.54,No_KT
249,0,2,23,5,1,1,38,93,3,63,1,NA,NA,2,0,1,2,151,223,3,2,3,2,3,1,3,1,1,1,3,2,2,9.77,No_KT,7.10,No_KT,5.62,No_KT,9.47,No_KT,9.34,No_KT,5.97,No_KT
250,0,1,22,1,3,1,61,91,1,51,3,NA,NA,1,3,1,2,105,167,4,1,3,2,1,2,2,2,1,1,1,1,2,8.85,No_KT,5.14,No_KT,7.71,No_KT,8.97,No_KT,6.79,No_KT,7.60,No_KT
251,0,1,22,1,3,1,105,72,1,77,1,NA,NA,1,1,1,2,128,241,2,2,2,1,1,3,2,2,2,3,3,2,2,No_CGPA,1,No_CGPA,6,No_CGPA,5,No_CGPA,2,No_CGPA,3,No_CGPA,6
252,0,2,22,3,2,1,108,91,3,84,3,NA,NA,1,4,3,2,113,195,4,1,1,2,1,3,3,1,1,1,1,1,2,9.43,No_KT,6.25,No_KT,8.55,No_KT,9.73,No_KT,5.43,No_KT,9.40,No_KT
253,0,1,22,1,3,1,118,87,1,76,3,NA,NA,1,1,1,2,178,261,1,3,2,2,1,2,3,3,2,2,3,2,2,8.39,No_KT,6.87,No_KT,7.57,No_KT,6.54,No_KT,7.38,No_KT,5.1,No_KT
254,0,2,24,2,2,1,111,72,2,56,2,NA,NA,2,0,3,1,81,277,1,2,2,2,3,1,3,3,1,2,1,1,2,8.33,No_KT,6.22,No_KT,6.92,No_KT,9.96,No_KT,9.66,No_KT,7.37,No_KT
255,0,2,21,4,2,1,87,66,2,78,3,NA,NA,1,5,2,2,171,175,1,1,3,2,2,1,2,2,3,1,1,1,2,7.88,No_KT,8.85,No_KT,No_CGPA,6,7.31,No_KT,6.55,No_KT,No_CGPA,6
256,0,2,24,4,1,1,63,61,3,55,3,NA,NA,1,5,3,1,106,152,2,1,3,1,1,2,2,1,2,3,3,2,2,8.11,No_KT,9.92,No_KT,5.79,No_KT,7.1,No_KT,9.52,No_KT,7.41,No_KT
257,0,2,24,2,2,1,91,85,3,79,2,NA,NA,2,0,1,2,102,131,1,1,3,2,3,3,1,3,3,3,2,2,2,8.3,No_KT,No_CGPA,1,No_CGPA,3,No_CGPA,5,6.79,No_KT,5.86,No_KT
258,0,1,23,1,3,1,57,82,1,78,2,NA,NA,2,0,1,2,142,237,4,3,1,1,3,2,2,1,1,1,3,2,2,7.16,No_KT,7.35,No_KT,8.49,No_KT,7.68,No_KT,9.39,No_KT,5.22,No_KT
259,0,2,23,5,2,1,95,69,2,87,2,NA,NA,1,1,1,2,124,226,1,2,2,1,2,2,1,2,2,1,2,2,2,No_CGPA,1,No_CGPA,2,6.7,No_KT,No_CGPA,1,8.15,No_KT,No_CGPA,6
260,0,2,23,3,2,1,56,53,2,74,3,NA,NA,2,0,2,1,129,193,3,1,1,2,3,3,2,3,3,2,1,1,2,8.77,No_KT,9.70,No_KT,6.0,No_KT,6.51,No_KT,6.91,No_KT,7.59,No_KT
261,1,1,21,1,3,2,69,55,1,63,2,NA,NA,1,4,3,2,80,177,1,2,1,2,2,1,3,1,3,3,2,1,2,6.66,No_KT,5.40,No_KT,No_CGPA,1,No_CGPA,4,5.92,No_KT,9.68,No_KT
262,0,1,23,1,3,1,49,77,1,85,3,NA,NA,2,0,1,2,115,271,2,3,3,1,1,3,3,2,2,3,1,1,2,7.18,No_KT,9.42,No_KT,7.46,No_KT,9.62,No_KT,8.71,No_KT,6.91,No_KT
263,0,2,22,5,2,1,71,90,3,66,2,NA,NA,1,2,3,2,177,196,1,3,2,1,1,1,1,1,2,1,2,2,2,7.50,No_KT,7.41,No_KT,6.57,No_KT,8.6,No_KT,5.17,No_KT,5.5,No_KT
264,0,2,22,4,1,1,22,71,3,71,3,NA,NA,1,5,2,2,110,171,3,1,1,1,1,3,1,2,3,3,1,1,2,9.34,No_KT,7.64,No_KT,7.66,No_KT,6.56,No_KT,5.26,No_KT,6.41,No_KT
265,0,1,23,1,3,1,102,81,1,84,2,NA,NA,1,4,3,2,117,186,3,1,1,2,1,3,3,2,2,1,3,2,2,6.17,No_KT,6.34,No_KT,8.43,No_KT,7.96,No_KT,5.14,No_KT,8.46,No_KT
266,0,2,22,2,2,1,33,56,3,60,2,NA,NA,2,0,3,1,178,256,4,1,3,2,3,1,2,1,2,1,2,1,2,9.26,No_KT,5.67,No_KT,7.29,No_KT,9.17,No_KT,9.10,No_KT,7.61,No_KT
267,0,1,21,1,3,1,25,90,1,51,3,NA,NA,1,4,2,2,121,208,4,1,3,2,1,3,2,2,2,2,3,1,2,6.3,No_KT,8.94,No_KT,7.97,No_KT,8.26,No_KT,8.9,No_KT,5.23,No_KT
268,0,2,22,5,2,1,111,51,2,79,3,NA,NA,1,3,1,1,177,247,1,1,2,2,1,2,1,1,3,2,1,2,2,5.42,No_KT,6.16,No_KT,9.69,No_KT,7.14,No_KT,8.23,No_KT,6.29,No_KT
269,0,1,22,1,3,1,109,59,1,51,3,NA,NA,1,1,3,2,163,270,3,2,2,1,2,1,3,2,1,2,2,1,2,8.8,No_KT,8.12,No_KT,7.61,No_KT,5.15,No_KT,7.99,No_KT,5.96,No_KT
270,0,1,24,1,3,1,63,79,1,76,1,NA,NA,2,0,2,2,94,167,3,3,2,2,1,3,1,1,1,1,3,2,1,No_CGPA,5,6.75,No_KT,8.1,No_KT,No_CGPA,5,No_CGPA,4,8.30,No_KT
271,0,1,24,1,3,1,21,87,1,NA,NA,73,2,2,0,2,2,NA,NA,2,2,2,1,2,2,2,3,3,3,1,1,2,8.35,No_KT,7.42,No_KT,6.27,No_KT,8.79,No_KT,5.35,No_KT,7.34,No_KT
272,0,2,21,5,1,1,75,59,3,70,3,NA,NA,2,0,1,2,168,268,1,2,3,2,1,3,2,2,3,1,2,2,2,8.76,No_KT,9.5,No_KT,9.0,No_KT,9.65,No_KT,8.45,No_KT,9.60,No_KT
273,0,1,22,1,3,1,103,72,1,80,2,NA,NA,1,5,3,2,89,275,4,3,2,2,1,3,3,2,3,1,2,1,2,6.30,No_KT,6.22,No_KT,7.11,No_KT,9.57,No_KT,5.24,No_KT,6.40,No_KT
274,0,1,23,1,3,1,82,84,1,93,3,NA,NA,2,0,2,2,93,196,4,2,2,1,2,2,2,3,1,2,3,1,2,5.53,No_KT,7.70,No_KT,5.37,No_KT,5.18,No_KT,7.22,No_KT,5.29,No_KT
275,1,2,22,2,2,2,101,50,3,58,2,NA,NA,1,2,1,1,170,149,3,2,1,1,1,1,2,3,2,3,2,1,2,5.14,No_KT,5.75,No_KT,5.79,No_KT,5.74,No_KT,7.54,No_KT,9.21,No_KT
276,0,2,21,5,1,1,75,59,3,84,3,NA,NA,2,0,1,2,140,178,1,2,3,2,1,3,2,2,3,1,2,2,1,6.37,No_KT,No_CGPA,3,7.9,No_KT,8.47,No_KT,No_CGPA,4,7.61,No_KT
277,1,1,21,1,3,2,92,81,1,NA,NA,65,2,2,0,3,2,NA,NA,4,3,1,1,2,2,2,3,3,1,3,1,2,6.13,No_KT,7.97,No_KT,9.10,No_KT,5.36,No_KT,No_CGPA,5,No_CGPA,2
278,0,1,22,1,3,1,84,84,1,74,3,NA,NA,1,2,3,2,163,139,2,3,3,2,2,2,3,1,1,1,2,2,2,8.70,No_KT,5.65,No_KT,6.18,No_KT,7.78,No_KT,7.54,No_KT,6.16,No_KT
279,0,2,24,2,2,1,21,85,3,55,2,NA,NA,2,0,1,2,107,262,1,1,3,2,3,3,1,3,3,3,2,2,2,6.72,No_KT,7.48,No_KT,6.72,No_KT,8.52,No_KT,9.43,No_KT,5.39,No_KT
280,0,2,22,5,2,1,48,83,2,90,2,NA,NA,1,2,3,2,101,133,1,2,3,2,3,2,2,3,2,2,2,1,2,5.68,No_KT,5.38,No_KT,7.53,No_KT,5.79,No_KT,5.28,No_KT,8.19,No_KT
281,0,1,24,1,3,1,66,95,1,95,2,NA,NA,1,5,1,2,161,170,1,1,3,1,1,2,2,1,3,3,2,2,1,7.48,No_KT,8.69,No_KT,No_CGPA,2,No_CGPA,4,9.51,No_KT,7.59,No_KT
282,0,1,23,1,3,1,69,95,1,64,3,NA,NA,2,0,3,2,178,241,4,1,2,2,2,2,1,3,1,3,1,2,1,8.77,No_KT,6.32,No_KT,7.75,No_KT,9.42,No_KT,No_CGPA,2,No_CGPA,1
283,0,2,21,3,1,1,29,74,2,NA,NA,69,2,2,0,3,1,NA,NA,4,2,3,1,3,2,1,2,3,3,3,2,2,6.92,No_KT,8.76,No_KT,7.62,No_KT,9.92,No_KT,7.83,No_KT,6.80,No_KT
284,0,1,24,1,3,1,46,66,1,61,2,NA,NA,2,0,3,2,81,278,2,1,2,1,1,2,2,2,2,2,3,1,2,No_CGPA,3,7.87,No_KT,6.36,No_KT,9.87,No_KT,No_CGPA,3,9.81,No_KT
285,0,2,21,5,1,1,84,93,3,53,2,NA,NA,1,2,3,1,177,219,4,3,2,1,1,3,1,3,2,3,2,1,2,No_CGPA,2,No_CGPA,1,No_CGPA,1,No_CGPA,3,8.99,No_KT,5.65,No_KT
286,0,1,22,1,3,1,72,82,1,77,3,NA,NA,2,0,1,2,148,158,3,1,3,2,3,2,3,1,1,1,3,2,2,6.78,No_KT,6.79,No_KT,8.98,No_KT,8.39,No_KT,8.25,No_KT,5.32,No_KT
287,0,1,24,1,3,1,113,67,1,55,2,NA,NA,1,5,3,2,75,180,2,1,3,2,2,3,3,1,3,3,3,2,2,7.81,No_KT,7.58,No_KT,8.5,No_KT,5.0,No_KT,9.76,No_KT,5.75,No_KT
288,0,2,21,2,1,1,77,56,2,64,3,NA,NA,2,0,2,1,165,249,2,3,3,1,1,2,3,2,2,1,2,2,2,8.58,No_KT,8.9,No_KT,8.46,No_KT,6.13,No_KT,7.19,No_KT,5.28,No_KT
289,0,1,21,1,3,1,83,87,1,56,3,NA,NA,2,0,1,2,95,210,3,1,2,2,3,2,3,1,1,1,3,1,2,9.56,No_KT,No_CGPA,3,No_CGPA,5,9.12,No_KT,9.33,No_KT,No_CGPA,5
290,0,1,22,1,3,1,104,92,1,62,3,NA,NA,1,4,3,2,108,156,3,3,3,1,1,3,1,3,1,1,1,1,2,8.41,No_KT,8.76,No_KT,7.48,No_KT,8.53,No_KT,9.62,No_KT,9.4,No_KT
291,0,2,21,5,2,1,51,87,3,84,3,NA,NA,1,4,3,1,84,120,4,3,1,1,2,3,3,1,3,1,3,1,2,9.85,No_KT,9.53,No_KT,7.90,No_KT,6.9,No_KT,6.59,No_KT,6.91,No_KT
292,0,1,24,1,3,1,87,67,1,50,2,NA,NA,2,0,3,2,122,226,4,3,2,1,2,2,2,3,2,2,1,1,1,No_CGPA,4,9.94,No_KT,No_CGPA,1,No_CGPA,1,9.11,No_KT,No_CGPA,4
293,0,2,23,2,1,1,87,71,3,87,1,NA,NA,2,0,3,1,179,257,2,2,3,2,1,2,1,3,3,3,1,1,2,6.18,No_KT,7.36,No_KT,9.66,No_KT,5.65,No_KT,8.55,No_KT,5.91,No_KT
294,0,2,24,4,2,1,27,69,2,51,1,NA,NA,2,0,1,2,126,216,3,1,3,2,3,2,3,3,2,1,3,2,2,No_CGPA,6,7.23,No_KT,9.25,No_KT,8.61,No_KT,No_CGPA,2,No_CGPA,6
295,0,2,22,4,2,1,93,65,2,NA,NA,88,2,1,4,1,2,NA,NA,1,2,3,2,2,2,2,1,2,3,2,2,2,5.5,No_KT,9.23,No_KT,9.93,No_KT,7.17,No_KT,7.19,No_KT,9.19,No_KT
296,0,1,24,1,3,1,66,80,1,81,2,NA,NA,2,0,3,2,95,274,4,3,3,1,1,2,3,3,2,3,1,1,2,8.17,No_KT,7.79,No_KT,8.67,No_KT,9.71,No_KT,8.81,No_KT,6.62,No_KT
297,0,2,21,5,1,1,50,71,3,80,3,NA,NA,1,3,3,2,106,252,1,1,3,1,3,2,3,3,2,1,3,2,2,6.29,No_KT,8.61,No_KT,9.15,No_KT,6.29,No_KT,5.35,No_KT,9.68,No_KT
298,0,2,23,3,2,1,89,53,2,54,3,NA,NA,2,0,2,1,128,218,3,1,1,2,3,3,2,3,3,2,1,1,2,7.10,No_KT,9.35,No_KT,6.89,No_KT,8.85,No_KT,6.46,No_KT,9.44,No_KT
299,0,2,22,3,2,1,79,64,2,81,2,NA,NA,2,0,3,2,88,274,2,1,1,2,2,3,3,2,1,1,2,2,2,7.33,No_KT,6.39,No_KT,7.81,No_KT,5.10,No_KT,6.49,No_KT,6.84,No_KT
300,0,2,24,5,2,1,103,91,2,72,2,NA,NA,1,3,1,2,113,202,3,2,2,2,1,2,1,1,3,2,1,1,2,6.47,No_KT,6.93,No_KT,7.22,No_KT,7.91,No_KT,8.5,No_KT,9.63,No_KT
301,0,2,24,5,1,1,56,94,2,50,3,NA,NA,2,0,1,1,131,156,4,1,2,1,3,3,1,2,2,3,2,2,2,No_CGPA,1,8.74,No_KT,No_CGPA,3,8.35,No_KT,No_CGPA,4,7.43,No_KT
302,0,2,21,4,2,1,82,57,3,53,3,NA,NA,1,4,3,1,129,198,4,2,2,2,2,2,3,3,3,2,1,1,2,6.93,No_KT,6.97,No_KT,8.45,No_KT,7.53,No_KT,5.85,No_KT,9.99,No_KT
303,0,1,24,1,3,1,99,83,1,67,2,NA,NA,2,0,1,2,97,120,3,3,3,1,1,1,3,2,2,2,2,1,2,6.13,No_KT,8.26,No_KT,9.54,No_KT,6.75,No_KT,9.19,No_KT,6.44,No_KT
304,0,2,21,3,2,1,44,69,3,75,2,NA,NA,1,3,3,2,178,125,3,1,2,1,2,1,1,2,2,3,2,1,2,9.13,No_KT,7.24,No_KT,5.40,No_KT,No_CGPA,3,No_CGPA,4,6.47,No_KT
305,0,2,22,3,2,1,29,57,2,80,3,NA,NA,1,5,2,2,111,217,1,2,3,1,1,1,3,2,2,1,1,1,2,9.2,No_KT,7.40,No_KT,8.7,No_KT,7.59,No_KT,5.30,No_KT,6.80,No_KT
306,0,1,23,1,3,1,43,57,1,86,1,NA,NA,1,4,1,2,152,223,3,1,1,2,2,1,1,1,3,1,1,1,2,9.2,No_KT,8.76,No_KT,5.96,No_KT,8.36,No_KT,9.98,No_KT,6.8,No_KT
307,0,2,24,3,1,1,41,66,2,NA,NA,70,2,2,0,1,1,NA,NA,4,1,1,2,3,2,1,3,1,1,3,2,2,9.32,No_KT,9.22,No_KT,7.97,No_KT,7.85,No_KT,7.61,No_KT,6.78,No_KT
308,0,2,24,2,2,1,90,69,2,84,2,NA,NA,1,4,2,2,79,155,2,3,1,2,2,3,3,3,2,2,2,2,2,9.30,No_KT,9.47,No_KT,7.40,No_KT,9.6,No_KT,6.9,No_KT,9.81,No_KT
309,0,2,23,3,2,1,21,91,2,80,2,NA,NA,1,4,1,1,106,194,2,1,1,2,1,1,1,1,1,3,1,1,2,7.25,No_KT,8.3,No_KT,5.43,No_KT,5.36,No_KT,9.16,No_KT,5.18,No_KT
310,0,1,24,1,3,1,35,51,1,NA,NA,74,1,2,0,2,2,NA,NA,3,1,3,1,1,1,3,2,3,3,1,1,2,9.95,No_KT,5.10,No_KT,9.90,No_KT,8.87,No_KT,5.99,No_KT,5.24,No_KT
311,0,1,22,1,3,1,89,56,1,76,3,NA,NA,2,0,1,2,144,180,1,1,3,1,3,2,3,1,1,2,2,1,2,5.77,No_KT,5.50,No_KT,5.25,No_KT,8.52,No_KT,8.3,No_KT,9.54,No_KT
312,1,1,21,1,3,2,43,82,1,72,3,NA,NA,2,0,2,2,119,209,4,2,1,1,1,2,2,1,3,2,3,1,2,No_CGPA,4,No_CGPA,6,8.26,No_KT,7.5,No_KT,7.12,No_KT,No_CGPA,6
313,0,1,21,1,3,1,98,61,1,79,3,NA,NA,1,2,3,2,129,124,1,2,1,2,1,3,2,1,3,2,1,1,2,9.68,No_KT,6.33,No_KT,5.80,No_KT,8.58,No_KT,7.83,No_KT,8.80,No_KT
314,0,2,24,3,1,1,101,78,2,56,1,NA,NA,1,4,2,2,140,231,3,1,2,2,2,3,2,3,2,3,1,1,1,No_CGPA,4,5.61,No_KT,No_CGPA,1,7.24,No_KT,No_CGPA,4,9.51,No_KT
315,0,1,23,1,3,1,50,95,1,70,2,NA,NA,2,0,3,2,83,244,4,1,3,2,2,1,3,1,1,1,2,1,1,No_CGPA,1,No_CGPA,2,6.51,No_KT,No_CGPA,2,No_CGPA,2,5.62,No_KT
316,0,2,23,2,1,1,57,76,3,NA,NA,90,1,1,5,3,1,NA,NA,2,3,2,1,1,1,3,2,1,3,3,1,2,8.6,No_KT,7.99,No_KT,8.45,No_KT,9.1,No_KT,7.82,No_KT,5.25,No_KT
317,0,1,24,1,3,1,50,72,1,68,2,NA,NA,2,0,1,2,151,231,3,1,3,1,2,3,1,3,1,3,1,1,2,6.94,No_KT,8.25,No_KT,9.5,No_KT,9.26,No_KT,6.65,No_KT,5.94,No_KT
318,0,2,23,3,2,1,85,83,2,55,2,NA,NA,1,5,2,1,105,260,1,3,1,1,2,3,3,1,1,2,1,1,2,No_CGPA,4,No_CGPA,3,6.12,No_KT,8.61,No_KT,No_CGPA,3,9.47,No_KT
319,0,1,22,1,3,1,43,89,1,79,2,NA,NA,1,1,1,2,103,139,3,3,1,2,3,3,3,3,1,3,1,2,2,8.49,No_KT,9.28,No_KT,8.86,No_KT,8.49,No_KT,9.36,No_KT,9.16,No_KT
320,0,2,24,2,1,1,91,89,3,67,2,NA,NA,1,1,3,1,81,205,1,2,1,1,1,1,2,1,3,3,1,2,2,9.62,No_KT,6.54,No_KT,8.65,No_KT,9.52,No_KT,7.8,No_KT,9.81,No_KT
321,0,2,23,5,1,1,96,85,3,89,2,NA,NA,1,1,1,2,117,229,4,2,1,1,2,2,1,1,3,2,2,2,2,8.90,No_KT,7.58,No_KT,7.1,No_KT,5.30,No_KT,6.74,No_KT,5.90,No_KT
322,0,2,21,3,1,1,115,76,3,52,2,NA,NA,1,3,2,2,177,255,1,1,3,1,2,1,1,1,3,3,1,2,2,8.87,No_KT,9.58,No_KT,6.7,No_KT,6.91,No_KT,8.48,No_KT,9.26,No_KT
323,0,2,24,4,2,1,72,55,2,90,1,NA,NA,1,2,2,1,106,208,2,1,1,1,1,1,1,1,1,1,3,1,2,6.17,No_KT,6.84,No_KT,No_CGPA,3,7.73,No_KT,No_CGPA,5,No_CGPA,2
324,0,2,24,4,1,1,65,68,2,62,2,NA,NA,2,0,3,1,151,128,3,2,3,2,3,2,3,1,2,3,1,1,2,6.52,No_KT,6.97,No_KT,6.29,No_KT,5.59,No_KT,8.33,No_KT,9.87,No_KT
325,0,1,21,1,3,1,105,85,1,67,2,NA,NA,1,1,1,2,98,123,4,3,1,1,3,3,1,2,2,3,3,2,2,9.25,No_KT,5.41,No_KT,7.73,No_KT,7.94,No_KT,8.46,No_KT,9.83,No_KT
326,0,1,22,1,3,1,54,64,1,81,1,NA,NA,1,3,1,2,123,135,3,2,1,2,3,1,3,2,2,3,3,1,2,No_CGPA,4,5.0,No_KT,No_CGPA,2,5.85,No_KT,No_CGPA,2,6.9,No_KT
327,0,2,23,3,2,1,76,70,3,91,2,NA,NA,1,4,3,1,122,257,4,2,1,2,3,3,1,1,2,1,2,2,2,8.52,No_KT,6.23,No_KT,8.60,No_KT,7.71,No_KT,8.46,No_KT,9.44,No_KT
328,0,1,22,1,3,1,49,57,1,58,3,NA,NA,1,1,2,2,166,209,1,2,3,2,1,3,1,2,1,2,1,2,2,8.20,No_KT,No_CGPA,1,6.46,No_KT,No_CGPA,6,No_CGPA,6,5.21,No_KT
329,0,1,21,1,3,1,82,85,1,58,3,NA,NA,1,4,1,2,93,139,4,3,1,1,2,1,1,3,2,1,3,2,2,9.67,No_KT,9.48,No_KT,7.79,No_KT,5.24,No_KT,7.50,No_KT,5.55,No_KT
330,0,2,22,5,2,1,84,74,3,75,3,NA,NA,1,3,1,1,129,197,2,1,3,1,3,2,2,3,2,3,1,2,2,8.42,No_KT,7.65,No_KT,8.5,No_KT,7.9,No_KT,8.89,No_KT,6.8,No_KT
